chr,start,end,peak_id,score
chr2,6950409,6951268,peak_01835,322
chr2,6952093,6953747,peak_01194,871
chr2,6986548,6986766,peak_04678,117
chr2,6989888,6991807,peak_03568,823
chr2,6990506,6992114,peak_00883,756
chr2,6994885,6996295,peak_01383,579
chr2,6995998,6996667,peak_04251,152
chr2,6999036,6999887,peak_01771,49
chr2,7010561,7011920,peak_03220,82
chr2,7011829,7013547,peak_02088,254
chr2,7022489,7024260,peak_04846,112
chr2,7032371,7032872,peak_03392,963
chr2,7034218,7035599,peak_02675,387
chr2,7045753,7046637,peak_04558,808
chr2,7045774,7047570,peak_03888,455
chr2,7047187,7048983,peak_03560,639
chr2,7048415,7050337,peak_01807,452
chr2,7058439,7060002,peak_04521,215
chr2,7073684,7075595,peak_01426,384
chr2,7085135,7085970,peak_03165,892
chr2,7090946,7091277,peak_03910,946
chr2,7099173,7100228,peak_04993,968
chr2,7103012,7104690,peak_00480,215
chr2,7105905,7106467,peak_02521,924
chr2,7123974,7124921,peak_00665,152
chr2,7125513,7127070,peak_00909,226
chr2,7128136,7129064,peak_04249,573
chr2,7136867,7138610,peak_00939,999
chr2,7154738,7156314,peak_03952,346
chr2,7155965,7156815,peak_00422,388
chr2,7156494,7158179,peak_01482,664
chr2,7160189,7161843,peak_00079,564
chr2,7186780,7187608,peak_03704,697
chr2,7191512,7192671,peak_02919,854
chr2,7207070,7208543,peak_00996,192
chr2,7216523,7218083,peak_01596,422
chr2,7217402,7219322,peak_03250,334
chr2,7238654,7240446,peak_03315,305
chr2,7246832,7248196,peak_02511,855
chr2,7257878,7259434,peak_01871,982
chr2,7259866,7260891,peak_04102,554
chr2,7274418,7275386,peak_03225,15
chr2,7274876,7276005,peak_04660,128
chr2,7278262,7278572,peak_04634,849
chr2,7280263,7280866,peak_00817,873
chr2,7285564,7286516,peak_01737,289
chr2,7293948,7294676,peak_01170,184
chr2,7314912,7316746,peak_04481,498
chr2,7318096,7318952,peak_01238,503
chr2,7326752,7327480,peak_04488,411
chr2,7331419,7332293,peak_04252,123
chr2,7341636,7341749,peak_02182,12
chr2,7351985,7352242,peak_02657,537
chr2,7369273,7370756,peak_03111,871
chr2,7379342,7380826,peak_04809,509
chr2,7381481,7382041,peak_02476,201
chr2,7386489,7386597,peak_02898,846
chr2,7401508,7401801,peak_00684,712
chr2,7404398,7405026,peak_03124,186
chr2,7406813,7408547,peak_00955,409
chr2,7416369,7418095,peak_04306,111
chr2,7437228,7438919,peak_01301,40
chr2,7438477,7440237,peak_03085,552
chr2,7444096,7444734,peak_01795,41
chr2,7444688,7445180,peak_03715,466
chr2,7465719,7466584,peak_01261,160
chr2,7505662,7506118,peak_00398,191
chr2,7533590,7535568,peak_03838,670
chr2,7534764,7536181,peak_01438,386
chr2,7535452,7535761,peak_01185,370
chr2,7542736,7544273,peak_03166,376
chr2,7560194,7561233,peak_03457,987
chr2,7575169,7577006,peak_03567,339
chr2,7600236,7601572,peak_04336,886
chr2,7612269,7613603,peak_01456,249
chr2,7624143,7625638,peak_03700,774
chr2,7639111,7640422,peak_02045,13
chr2,7646236,7646367,peak_03210,814
chr2,7651103,7651439,peak_02534,67
chr2,7652937,7654799,peak_02015,333
chr2,7658301,7659963,peak_00857,390
chr2,7685077,7686739,peak_03705,613
chr2,7691394,7691643,peak_01262,433
chr2,7703487,7703924,peak_02315,958
chr2,7717784,7718355,peak_03918,41
chr2,7722710,7723859,peak_00252,908
chr2,7773351,7775307,peak_01172,848
chr2,7775051,7775376,peak_03868,401
chr2,7782080,7783664,peak_00088,613
chr2,7799753,7800489,peak_00782,457
chr2,7800344,7801197,peak_01972,729
chr2,7814951,7816762,peak_04081,475
chr2,7859394,7861242,peak_04416,703
chr2,7862911,7864513,peak_04477,69
chr2,7870169,7870974,peak_00182,580
chr2,7882084,7882825,peak_02143,580
chr2,7883044,7884936,peak_04313,944
chr2,7883123,7884112,peak_04918,986
chr2,7885903,7886771,peak_03058,29
chr2,7886149,7886985,peak_01373,730
chr2,7904108,7905562,peak_00799,351
chr2,7918027,7918910,peak_00706,291
chr2,7921218,7922713,peak_01090,758
chr2,7924332,7924927,peak_01046,105
chr2,7940621,7941719,peak_04110,170
chr2,7947320,7948284,peak_04486,496
chr2,7954206,7954436,peak_01320,683
chr2,7959740,7959887,peak_03126,842
chr2,7963265,7963657,peak_04735,313
chr2,8001523,8002739,peak_02868,276
chr2,8007567,8008432,peak_03829,840
chr2,8013815,8013945,peak_01838,786
chr2,8020910,8022236,peak_02293,917
chr2,8025643,8026379,peak_04581,601
chr2,8031472,8033265,peak_00372,224
chr2,8040604,8041046,peak_00192,20
chr2,8052178,8052438,peak_03912,133
chr2,8090528,8090650,peak_04294,150
chr2,8098524,8099163,peak_04728,353
chr2,8101202,8102751,peak_03814,71
chr2,8116634,8118221,peak_01619,678
chr2,8116645,8116808,peak_01986,671
chr2,8119780,8121331,peak_01256,344
chr2,8130546,8131613,peak_00265,288
chr2,8130711,8132579,peak_00067,456
chr2,8140524,8142439,peak_01787,661
chr2,8147752,8148021,peak_00629,672
chr2,8153367,8153834,peak_01719,480
chr2,8154872,8155686,peak_03653,669
chr2,8156121,8156641,peak_04104,335
chr2,8157504,8157699,peak_02460,706
chr2,8159021,8159723,peak_04277,408
chr2,8161667,8162173,peak_00137,908
chr2,8165692,8166501,peak_00175,251
chr2,8174036,8175803,peak_02216,308
chr2,8178307,8179604,peak_01074,918
chr2,8189397,8190514,peak_04296,985
chr2,8192118,8193436,peak_00157,580
chr2,8210878,8211754,peak_04304,38
chr2,8215133,8215278,peak_01997,145
chr2,8218844,8219440,peak_01307,906
chr2,8225424,8226317,peak_03510,754
chr2,8226844,8227047,peak_01348,587
chr2,8229706,8231162,peak_02194,272
chr2,8237355,8238078,peak_00150,310
chr2,8243230,8244285,peak_03575,899
chr2,8243802,8244414,peak_03876,528
chr2,8246421,8248021,peak_02047,801
chr2,8258596,8260567,peak_02884,461
chr2,8259824,8261746,peak_01241,672
chr2,8260972,8261472,peak_01887,402
chr2,8263620,8264658,peak_04522,743
chr2,8273650,8275465,peak_00697,74
chr2,8278804,8279944,peak_00530,359
chr2,8300335,8300589,peak_04282,860
chr2,8314463,8315400,peak_02590,329
chr2,8327318,8327924,peak_04231,94
chr2,8329700,8331603,peak_03993,710
chr2,8334449,8335478,peak_04812,975
chr2,8338231,8339436,peak_01945,264
chr2,8345309,8346176,peak_01327,600
chr2,8359328,8359872,peak_04264,848
chr2,8359943,8361632,peak_03628,147
chr2,8368395,8369443,peak_03490,793
chr2,8379342,8380613,peak_00758,380
chr2,8383361,8384704,peak_02552,992
chr2,8383896,8385785,peak_04539,442
chr2,8388366,8389587,peak_01229,807
chr2,8390595,8390931,peak_04538,457
chr2,8400876,8402421,peak_02545,831
chr2,8410158,8411157,peak_02064,647
chr2,8424713,8426534,peak_02233,175
chr2,8430947,8432513,peak_00016,478
chr2,8432937,8433497,peak_00220,736
chr2,8449975,8450572,peak_02099,96
chr2,8458256,8460083,peak_04854,752
chr2,8468783,8469774,peak_04485,530
chr2,8473134,8474772,peak_00727,975
chr2,8473561,8474936,peak_03881,177
chr2,8480121,8480569,peak_02122,95
chr2,8491158,8492259,peak_01844,583
chr2,8494699,8495009,peak_04714,550
chr2,8495765,8497528,peak_04472,976
chr2,8501287,8502036,peak_01489,998
chr2,8504739,8506490,peak_01182,656
chr2,8507852,8509227,peak_04473,561
chr2,8507893,8509508,peak_00751,553
chr2,8511072,8512583,peak_00650,756
chr2,8540615,8540783,peak_01931,141
chr2,8541162,8542722,peak_02184,702
chr2,8545389,8545842,peak_04271,844
chr2,8562769,8564652,peak_03329,781
chr2,8566470,8566713,peak_00508,236
chr2,8568684,8569170,peak_03377,187
chr2,8574101,8575711,peak_02652,822
chr2,8578191,8579190,peak_02339,533
chr2,8615542,8615902,peak_04723,632
chr2,8619890,8620923,peak_01955,739
chr2,8620399,8622343,peak_00327,387
chr2,8626064,8626914,peak_04211,181
chr2,8630145,8631924,peak_03572,618
chr2,8669461,8670660,peak_02887,905
chr2,8670448,8670919,peak_03724,412
chr2,8672849,8673292,peak_03503,459
chr2,8683699,8684519,peak_02561,720
chr2,8692188,8692812,peak_01698,155
chr2,8716355,8716965,peak_02458,710
chr2,8756363,8757633,peak_02217,702
chr2,8758914,8759078,peak_04272,195
chr2,8765921,8766026,peak_00992,617
chr2,8777407,8778410,peak_04064,128
chr2,8784442,8784768,peak_00063,169
chr2,8820144,8821755,peak_00815,678
chr2,8823505,8824324,peak_02175,846
chr2,8826366,8827232,peak_03533,770
chr2,8826752,8826877,peak_01123,595
chr2,8829538,8831214,peak_03696,901
chr2,8831909,8833802,peak_04391,961
chr2,8834864,8836168,peak_02665,157
chr2,8848389,8849597,peak_03096,259
chr2,8849456,8850466,peak_01680,712
chr2,8851202,8851887,peak_03345,813
chr2,8858349,8860049,peak_01809,198
chr2,8858495,8859833,peak_03595,496
chr2,8894332,8896152,peak_04142,411
chr2,8900139,8901366,peak_04554,192
chr2,8910499,8911242,peak_02745,38
chr2,8912109,8913729,peak_00263,374
chr2,8930679,8932121,peak_02756,94
chr2,8931337,8931653,peak_04046,957
chr2,8947667,8948057,peak_02411,776
chr2,8955566,8955876,peak_03953,538
chr2,8957360,8957680,peak_00619,946
chr2,8966447,8968250,peak_02947,935
chr2,8970851,8971646,peak_04999,694
chr2,8972839,8974573,peak_02118,111
chr2,8973321,8973558,peak_03186,403
chr2,8983065,8984861,peak_03570,996
chr2,8984516,8985464,peak_00478,672
chr2,8985490,8987042,peak_04758,756
chr2,8986825,8987270,peak_03713,340
chr2,8992070,8993566,peak_01934,17
chr2,8997636,8998109,peak_04547,475
chr2,8998157,8999952,peak_02663,570
chr2,9002273,9003554,peak_03655,787
chr2,9002372,9002862,peak_04966,727
chr2,9004309,9006000,peak_01962,316
chr2,9008955,9010616,peak_04373,154
chr2,9015511,9017317,peak_03923,873
chr2,9017483,9019115,peak_01545,757
chr2,9026017,9026488,peak_02779,543
chr2,9032243,9033464,peak_02996,996
chr2,9037870,9038425,peak_01630,487
chr2,9043268,9045030,peak_01714,441
chr2,9069027,9069778,peak_02682,937
chr2,9074857,9075469,peak_01082,370
chr2,9077575,9078591,peak_01322,464
chr2,9092654,9092920,peak_04825,834
chr2,9095713,9095859,peak_03460,267
chr2,9109277,9110535,peak_04898,444
chr2,9139735,9140599,peak_00784,32
chr2,9142464,9143547,peak_04314,332
chr2,9151741,9153525,peak_00551,240
chr2,9158832,9159637,peak_04017,526
chr2,9161273,9163082,peak_04383,789
chr2,9163388,9164937,peak_03692,581
chr2,9167965,9169107,peak_00827,965
chr2,9179224,9180088,peak_01796,587
chr2,9187872,9188753,peak_02269,532
chr2,9208386,9209864,peak_02952,896
chr2,9242393,9244287,peak_00446,315
chr2,9260529,9261606,peak_00521,209
chr2,9262277,9263952,peak_01628,778
chr2,9267301,9268213,peak_04322,388
chr2,9276131,9276291,peak_04007,98
chr2,9278457,9279666,peak_00096,499
chr2,9294082,9294238,peak_04254,19
chr2,9296082,9296543,peak_03158,178
chr2,9323620,9324102,peak_04986,206
chr2,9332568,9332865,peak_04568,448
chr2,9338512,9339431,peak_03307,398
chr2,9358077,9359889,peak_04780,555
chr2,9373160,9374488,peak_01243,119
chr2,9381092,9382119,peak_04490,18
chr2,9388215,9388678,peak_03779,443
chr2,9393591,9395120,peak_00574,651
chr2,9395514,9396960,peak_02671,302
chr2,9406516,9406864,peak_01767,187
chr2,9414128,9414717,peak_00542,68
chr2,9417144,9418902,peak_00773,703
chr2,9421024,9422604,peak_02925,125
chr2,9423776,9424474,peak_02094,645
chr2,9425227,9426978,peak_02125,395
chr2,9446735,9447066,peak_00695,20
chr2,9451607,9451728,peak_04904,631
chr2,9462642,9463746,peak_04332,807
chr2,9474474,9476026,peak_02111,639
chr2,9479985,9480921,peak_01728,493
chr2,9480902,9481155,peak_04342,335
chr2,9505016,9506837,peak_00024,147
chr2,9509866,9511166,peak_01463,692
chr2,9530608,9530869,peak_00519,965
chr2,9535439,9537105,peak_02405,101
chr2,9545600,9546691,peak_00351,690
chr2,9552568,9553171,peak_02475,430
chr2,9562457,9564398,peak_02508,790
chr2,9565690,9565825,peak_02329,646
chr2,9572173,9573146,peak_00741,806
chr2,9586141,9587962,peak_00403,680
chr2,9592195,9592596,peak_02076,14
chr2,9594917,9596663,peak_00486,191
chr2,9598469,9599504,peak_01427,489
chr2,9602841,9604051,peak_00696,634
chr2,9619506,9621153,peak_02207,933
chr2,9627310,9628388,peak_01792,866
chr2,9653184,9654208,peak_02667,507
chr2,9667923,9669854,peak_01865,587
chr2,9674148,9674442,peak_03056,842
chr2,9674690,9675961,peak_03104,695
chr2,9679307,9679532,peak_04049,152
chr2,9684992,9685389,peak_02876,484
chr2,9687347,9688338,peak_01143,168
chr2,9687869,9688738,peak_00101,353
chr2,9699173,9700528,peak_03199,571
chr2,9704113,9705822,peak_03722,769
chr2,9704275,9705149,peak_04030,809
chr2,9724999,9726605,peak_02834,455
chr2,9736651,9737427,peak_00957,648
chr2,9738550,9739995,peak_01353,807
chr2,9746522,9746727,peak_04339,352
chr2,9748746,9749257,peak_04149,885
chr2,9753187,9754863,peak_00337,948
chr2,9755575,9757481,peak_01065,272
chr2,9759856,9761722,peak_04694,880
chr2,9774477,9775095,peak_04042,137
chr2,9791355,9791856,peak_03651,846
chr2,9800327,9802038,peak_00441,574
chr2,9807885,9809598,peak_02605,76
chr2,9809997,9811590,peak_02154,83
chr2,9844402,9845215,peak_02643,17
chr2,9846105,9847945,peak_03277,159
chr2,9857886,9859361,peak_01542,975
chr2,9864747,9865129,peak_01855,109
chr2,9866866,9867161,peak_00129,847
chr2,9872140,9874018,peak_02960,209
chr2,9875346,9876203,peak_04443,986
chr2,9877261,9877902,peak_02226,443
chr2,9878622,9878747,peak_04845,221
chr2,9884980,9885254,peak_03521,699
chr2,9886280,9886821,peak_00725,330
chr2,9892831,9893083,peak_02426,113
chr2,9894653,9895616,peak_00853,391
chr2,9895840,9897333,peak_04420,108
chr2,9907786,9908044,peak_03427,733
chr2,9924906,9925752,peak_01768,726
chr2,9927974,9928181,peak_00481,592
chr2,9938854,9939874,peak_00100,342
chr2,9940957,9941779,peak_03587,30
chr2,9947538,9948051,peak_04140,125
chr2,9975520,9977169,peak_01454,931
chr2,9976449,9977573,peak_03473,902
chr2,9980827,9982308,peak_01070,543
chr2,9989746,9990680,peak_04592,287
chr2,9998852,10000390,peak_02452,145
chr2,10002182,10002592,peak_01292,348
chr2,10019563,10021232,peak_04337,161
chr2,10025734,10026545,peak_02032,952
chr2,10036225,10036500,peak_04882,228
chr2,10056102,10056882,peak_01212,32
chr2,10059052,10060868,peak_02676,415
chr2,10067972,10068368,peak_02343,27
chr2,10077510,10078421,peak_02071,939
chr2,10117887,10119023,peak_03687,898
chr2,10119778,10121171,peak_00151,249
chr2,10124855,10125762,peak_02257,959
chr2,10129772,10131504,peak_04843,376
chr2,10131968,10133382,peak_01541,696
chr2,10139405,10140855,peak_00344,641
chr2,10144885,10146769,peak_01310,287
chr2,10152076,10153943,peak_00869,284
chr2,10155937,10157674,peak_01343,777
chr2,10165389,10166484,peak_03964,427
chr2,10183587,10184337,peak_03176,105
chr2,10185447,10186779,peak_00451,279
chr2,10194483,10195260,peak_01611,123
chr2,10196081,10197729,peak_04424,707
chr2,10203397,10204563,peak_04368,840
chr2,10212652,10213457,peak_02055,556
chr2,10231036,10231198,peak_03254,477
chr2,10254904,10256436,peak_00518,351
chr2,10257476,10258397,peak_00294,359
chr2,10265013,10265992,peak_01011,111
chr2,10272161,10272742,peak_02802,566
chr2,10272843,10273286,peak_03103,457
chr2,10282188,10283227,peak_02689,949
chr2,10287819,10289349,peak_04774,213
chr2,10296067,10296269,peak_01023,28
chr2,10303126,10304203,peak_01731,418
chr2,10312699,10314201,peak_04092,205
chr2,10335209,10335449,peak_02320,311
chr2,10352278,10353113,peak_03138,256
chr2,10372074,10373589,peak_02370,723
chr2,10393538,10395392,peak_04330,930
chr2,10416493,10417372,peak_02187,469
chr2,10416581,10416707,peak_00610,763
chr2,10433231,10433412,peak_01669,774
chr2,10469398,10470984,peak_02415,831
chr2,10469794,10471325,peak_02489,407
chr2,10474703,10475231,peak_00107,555
chr2,10478552,10480298,peak_02006,958
chr2,10501847,10503080,peak_00198,103
chr2,10508018,10509259,peak_02838,831
chr2,10518593,10519948,peak_01208,996
chr2,10539099,10539352,peak_01422,819
chr2,10551220,10553063,peak_00666,423
chr2,10559912,10560403,peak_02696,745
chr2,10582304,10583221,peak_03237,71
chr2,10583441,10584258,peak_03736,400
chr2,10603361,10604869,peak_03571,81
chr2,10607835,10608224,peak_03648,207
chr2,10613107,10614754,peak_00644,263
chr2,10623013,10623816,peak_01297,195
chr2,10623191,10625117,peak_02892,769
chr2,10627574,10629135,peak_03243,560
chr2,10630443,10632013,peak_02422,738
chr2,10631679,10632302,peak_02542,662
chr2,10641384,10641924,peak_01581,49
chr2,10643517,10644861,peak_01605,120
chr2,10669320,10670147,peak_03102,689
chr2,10672335,10672915,peak_02455,398
chr2,10672948,10674639,peak_01519,972
chr2,10684480,10684672,peak_03516,283
chr2,10692272,10693601,peak_03481,310
chr2,10701467,10703132,peak_01007,227
chr2,10703857,10705491,peak_04787,287
chr2,10709316,10710919,peak_00379,834
chr2,10713728,10714074,peak_02618,850
chr2,10714662,10716014,peak_00596,459
chr2,10717876,10719109,peak_01797,466
chr2,10721090,10721669,peak_04255,686
chr2,10741128,10741720,peak_04412,404
chr2,10761573,10761879,peak_04917,787
chr2,10773397,10774280,peak_03309,869
chr2,10794804,10795581,peak_00824,284
chr2,10797223,10798698,peak_01195,642
chr2,10810384,10811628,peak_00437,644
chr2,10819958,10821842,peak_01576,450
chr2,10828299,10828847,peak_03869,470
chr2,10847051,10847762,peak_04929,948
chr2,10847724,10849414,peak_04680,260
chr2,10854418,10854759,peak_03914,378
chr2,10857372,10858844,peak_04002,308
chr2,10858393,10858796,peak_02101,661
chr2,10859702,10860740,peak_02855,867
chr2,10868261,10868403,peak_00187,870
chr2,10872092,10872846,peak_02463,877
chr2,10884445,10885828,peak_04085,450
chr2,10897401,10898278,peak_02313,737
chr2,10897469,10898240,peak_01828,803
chr2,10900360,10900844,peak_01485,143
chr2,10918410,10918629,peak_04824,499
chr2,10922042,10922309,peak_00802,539
chr2,10923592,10924506,peak_04338,796
chr2,10947119,10947272,peak_00689,47
chr2,10955722,10956042,peak_02888,287
chr2,10958819,10959546,peak_02883,400
chr2,10962005,10962564,peak_00972,68
chr2,10965144,10966635,peak_02574,471
chr2,10966940,10968567,peak_00099,322
chr2,10977962,10978302,peak_00643,618
chr2,10982605,10983481,peak_03005,844
chr2,10998825,11000573,peak_04499,907
chr2,11000419,11001772,peak_00863,105
chr2,11004744,11005241,peak_01497,177
chr2,11006155,11007393,peak_01178,26
chr2,11012547,11013007,peak_02259,891
chr2,11020152,11021141,peak_00073,763
chr2,11036861,11037787,peak_01990,924
chr2,11092852,11093204,peak_04888,273
chr2,11099934,11100150,peak_02812,721
chr2,11105669,11106908,peak_01377,363
chr2,11109329,11109456,peak_02267,34
chr2,11109484,11110406,peak_01971,534
chr2,11109883,11111544,peak_04086,305
chr2,11123369,11124939,peak_02932,490
chr2,11125708,11127390,peak_04757,136
chr2,11143014,11144675,peak_03767,782
chr2,11154972,11156884,peak_03610,676
chr2,11162290,11164157,peak_03992,993
chr2,11162705,11164407,peak_03554,992
chr2,11200099,11200965,peak_04569,250
chr2,11207123,11209047,peak_02176,272
chr2,11217379,11217682,peak_04901,977
chr2,11225047,11226210,peak_01691,264
chr2,11236021,11237011,peak_01778,96
chr2,11252696,11253460,peak_02758,736
chr2,11257983,11258360,peak_00910,872
chr2,11262401,11262814,peak_00243,203
chr2,11270832,11271447,peak_00240,993
chr2,11278215,11279445,peak_03461,783
chr2,11279813,11280371,peak_01704,159
chr2,11280431,11281265,peak_00015,319
chr2,11289474,11291408,peak_01408,949
chr2,11292194,11293301,peak_01279,349
chr2,11299138,11299323,peak_00626,763
chr2,11318449,11319571,peak_00311,431
chr2,11321611,11322217,peak_00921,60
chr2,11326137,11326689,peak_00831,926
chr2,11330342,11331450,peak_02297,603
chr2,11332684,11333625,peak_02474,943
chr2,11336623,11336794,peak_02212,417
chr2,11338520,11339868,peak_01124,320
chr2,11341477,11341892,peak_00239,760
chr2,11363140,11363530,peak_02867,197
chr2,11363615,11364445,peak_02100,547
chr2,11363681,11365450,peak_01886,127
chr2,11367382,11369291,peak_00950,786
chr2,11384643,11384812,peak_03359,187
chr2,11386131,11386486,peak_04495,318
chr2,11387685,11389137,peak_00165,155
chr2,11394250,11394967,peak_03284,899
chr2,11399435,11400543,peak_01106,288
chr2,11404083,11406027,peak_01370,342
chr2,11420661,11422654,peak_04750,14
chr2,11437321,11437465,peak_04906,572
chr2,11460542,11462064,peak_00112,532
chr2,11470302,11471282,peak_02479,835
chr2,11476216,11478158,peak_04978,892
chr2,11491379,11492751,peak_01851,953
chr2,11495362,11496776,peak_00699,104
chr2,11505368,11507330,peak_00075,601
chr2,11514416,11515313,peak_01890,613
chr2,11521087,11522475,peak_03720,313
chr2,11553607,11554725,peak_03187,489
chr2,11571961,11572297,peak_04421,104
chr2,11586017,11586554,peak_00797,352
chr2,11620133,11621261,peak_01949,408
chr2,11631519,11632041,peak_04289,334
chr2,11637053,11637982,peak_00848,197
chr2,11647669,11648947,peak_01365,158
chr2,11650676,11651500,peak_02773,674
chr2,11650695,11652092,peak_01296,186
chr2,11651551,11653297,peak_04648,424
